idcvlac,nombre,fecha
0001678126,"CERTIFICACION INTERNACIONAL EN COMPETENCIAS DIGITALES NIVEL BASICO.,Ministerio de las TIC-Computadores para Educar",Enerode 2014
0001910914,"Matrícula de honor,UNIVERSIDAD DEL CAUCA",Juniode 2002
0001910914,"Matrícula,Universidad Internacional De Andalucía",Juniode 2017
0001910914,"Matrícula de honor,UNIVERSIDAD DEL CAUCA",Abrilde 2001
0001910914,"Matrícula de honor,UNIVERSIDAD DEL CAUCA",Agostode 2004
0001362978,"Beca completa Especialización en Gerencia de Proyectos, mejor promedio Pregrado en Economía Cohorte 2006-2011,UNIVERSIDAD DEL CAUCA",Febrerode 2013
0001362978,"Beca semestral Programa de Economía Universidad del Cauca II-2006,UNIVERSIDAD DEL CAUCA",Juniode 2006
0001362978,"Beca semestral Programa de Economía Universidad del Cauca I-2010 y II-2010,UNIVERSIDAD DEL CAUCA",Diciembrede 2010
0001362978,"Beca semestral Programa de Economía Universidad del Cauca I-2007 y II-2007,UNIVERSIDAD DEL CAUCA",Diciembrede 2007
0001362978,"Beca semestral Programa de Economía Universidad del Cauca I-2008 y II-2008,UNIVERSIDAD DEL CAUCA",Diciembrede 2008
0001362978,"Beca semestral Programa de Economía Universidad del Cauca I-2009 y II-2009,UNIVERSIDAD DEL CAUCA",Diciembrede 2009
0001362978,"Tesis Mención honorífica en la Maestría en Gestión de Organizaciones y Proyectos. Resolución Consejo de Facultad de Ciencias Contables, Económicas y Administrativas Número 8.8.1-35.19/756 del 29 de noviembre de 2017,UNIVERSIDAD DEL CAUCA",Noviembrede 2017
0001362978,"Medalla Universidad del Cauca Mención Francisco de Paula Santander. Desempeño académico sobresaliente en Estudios de Maestría. Resolución Académica 099 del 19 de diciembre de 2017,UNIVERSIDAD DEL CAUCA",Noviembrede 2017
0001362978,"Beca completa Doctorado Nacional en Ciencias Económicas. Convocatoria ID 04-2017 Proyecto InnovAcción Cauca -  Sistema General de Regalías. Resolución R-257 del 24 de marzo de 2017,UNIVERSIDAD DEL CAUCA",Marzode 2017
0001362978,"Aporte destacado al proceso de investigación de la ESAP Dirección Territorial Cauca,Escuela Superior de Administración Pública ESAP",Diciembrede 2022
0001362978,"Egresado con mayor promedio académico en los 20 años del programa de Economía, Universidad del Cauca (1999 - 2018),UNIVERSIDAD DEL CAUCA",Juliode 2019
0000005096,"Mención Honorífica Resolución No. 8.8.1-35.19/141 de 29 de febrero de 2016,UNIVERSIDAD DEL CAUCA",Febrerode 2016
0000005096,"Ganador convocatoria para la publicación de libros de impacto regional y nacional 2015-2016 Editorial Unicauca,UNIVERSIDAD DEL CAUCA",Mayode 2016
0000255165,"Mención de Honor VI Foro Educativo Local: Pedagogías de la Lectura y la Escritura,Alcaldía Mayor De Bogotá",de 2001
0000016956,"mención honorífica ,UNIVERSIDAD DEL CAUCA",Octubrede 2015
0000018800,"Mención Honorífica,UNIVERSIDAD DEL CAUCA",Septiembrede 2015
0001442622,"Becario de doctorado  Conicyt año 2016,Comisión Nacional De Investigación Científica Y Tecnológica (Conicyt - Chile)",Febrerode 2016
0001442622,"Matricula de honor,UNIVERSIDAD DEL CAUCA",Agostode 2012
0001442622,"Matricula de honor,UNIVERSIDAD DEL CAUCA",Enerode 2012
0001442622,"Matricula de honor,UNIVERSIDAD DEL CAUCA",Diciembrede 2013
0001442622,"Matricula de honor,UNIVERSIDAD DEL CAUCA",Enerode 2013
0000748285,"Tesis de doctorado honorífica: Magna Cum Laude,Universidad Nacional de Costa Rica",Noviembrede 2014
0000748285,"Reconocimiento Doctoral,Universidad del Cauca-Unicauca",Octubrede 2017
0000748285,"Tesis Meritoria en el grado de pregrado como Economista,Universidad Pedagógica Y Tecnológica De Colombia - Uptc - Sede Tunja",Mayode 1991
0000223352,"I Premio al Mejor Trabajo de Posgrado en Ingeniería Química,Consejo Profesional De Ingenieria Química De Colombia",de 2003
0000832782,"Reconocimiento a la calidad académica e investigativa,Nodo Bolívar de la Fundación Red Comlombiana de Semilleros de Investigación",de 2005
0001677891,"Medalla Francisco José de Caldas,UNIVERSIDAD DEL CAUCA",Agostode 2022
0000094338,"Beca-Trabajo Universidad del Cauca - Maestría en Geomatica,UNIVERSIDAD DEL CAUCA",Enerode 2017
0000094338,"Mejor desempeño académico - Especialización en Ingeniería Sanitaria y Ambiental,UNIVERSIDAD DEL VALLE",Febrerode 2010
0000144126,"Premio Universidad Nacional-ETB a la innovación en Tecnologías de la Información y las Comunicaciones,Universidad Nacional-ETB",de 2003
0000144126,Mejor articulo categoria jovenes investigadores,Juniode 2009
0000416509,"MEJOR ESTUDIANTE,PONTIFICIA UNIVERSIDAD JAVERIANA",Juliode 2003
0000416509,"IEEE SENIOR MEMBER,Institute Of Electrical And Electronics Engineers-Ieee",Agostode 2014
0000416509,"MENCION DE HONOR,UNIVERSIDAD ANTONIO NARIÑO",Juniode 1998
0000416509,"Estudiante Distinguido,UNIVERSIDAD DEL VALLE",Juniode 1994
0000416509,"Primer puesto curso SubOficiales Técnicos,FUERZA AÉREA COLOMBIANA",Marzode 1998
0001424148,"Mejor Bachiller,Colegio Nuestra Señora del Carmen",Diciembrede 2004
0000274852,"Beca para estudios de Maestría,UNIVERSIDAD CARLOS III DE MADRID",Septiembrede 2007
0000274852,"Calificación en Tesis Doctoral, Sobresaliente Cum Laude,UNIVERSIDAD CARLOS III DE MADRID",Enerode 2012
0000274852,"Beca-Crédito para estudios de doctorado,Colfuturo",Agostode 2009
0001600363,"Tesis Meritoria de Pregrado,UNIVERSIDAD DE NARIÑO",Marzode 2010
0000012432,"Mejor Metodología para la Creación de un Objeto de Aprendizaje,UPM, IEEE",de 2006
0000012432,"Premio Andrés Bello - Cauca,Andres Bello",de 1992
0000012432,"Tesis con Mención de Honor,UNIVERSIDAD DEL CAUCA",de 1997
0001692626,"Investigador Junior (IJ),UNIVERSIDAD DEL CAUCA",Juliode 2022
0001113470,"Distinción Meritoria en Tesis de MAestria,UNIVERSIDAD DE ANTIOQUIA",Diciembrede 2017
0001405019,"Credito-beca Colciencias convocatoria 528, Estudios de Doctorado Nacional,Ministerio de Ciencia, Tecnología e Innovación",Noviembrede 2011
0001405019,"Matricula de Honor,UNIVERSIDAD DEL CAUCA",Juniode 2005
0001405019,"Media Matricula de Honor,UNIVERSIDAD DEL CAUCA",Diciembrede 2005
0001405019,"Media Matricula de Honor,UNIVERSIDAD DEL CAUCA",Diciembrede 2007
0001405019,"Media Matricual de Honor,UNIVERSIDAD DEL CAUCA",Juniode 2006
0001405019,"Media Matricula de Honor,UNIVERSIDAD DEL CAUCA",Juniode 2008
0001405019,"Matricula de Honor,UNIVERSIDAD DEL CAUCA",Juniode 2007
0001380095,"Mención de Honor,UNIVERSIDAD DE SAN BUENAVENTURA CALI",Febrerode 2010
0001380095,"Tutoria práctica profesional con la Universidad Le Havre (Francia),CORPORACIÓN UNIVERSIDAD DE INVESTIGACIÓN Y DESARROLLO",Agostode 2022
0001380095,"Ponencia XX jornada Internacionalización,CORPORACIÓN UNIVERSIDAD DE INVESTIGACIÓN Y DESARROLLO",Octubrede 2022
0000388564,"Reconocimiento por la obtención de Acreditación de Alta Calidad al programa Licenciatura en Educación Básica con Énfasis en Lengua Castellana e Inglés.,UNIVERSIDAD DEL CAUCA",Noviembrede 2017
0000388564,"Acreditación de alta calidad a la Licenciatura en Educación Básica, Énfasis Lengua Castellana e Inglés.,Ministerio De Educación Nacional - Mineducación",Juniode 2017
0000388564,"Investigador junior en la Convocatoria Nacional  para el reconocimiento  y medición de investigadores  del Sistema Nacional de Ciencia y Tecnología ,UNIVERSIDAD DEL CAUCA",Noviembrede 2019
0000316318,"Premio Nacional de Poesía de la Mujer Omar Rayo,Museo Omar Rayo",Marzode 2003
0000316318,"Beca por Méritos Académicos:  Program de Becas de Alto Nivel de la Unión Europea para América Latina  ,Alban Officce",Juniode 2006
0000316318,"Beca Instituto caro y Cuervo seminario Andrés Bello,Instituto Caro y Cuervo - Seminario Andrés Bello",Enerode 1992
0000316318,"Reconocimiento como Directora Académica del Doctorado en Ciencias de la Educación de la Universidad del Cauca- Rudecolombia,RED DE UNIVERSIDADES ESTATALES DE COLOMBIA (RUDECOLOMBIA) Y LA UNIVRSIDAD D",Octubrede 2018
0000316318,"Reconocimiento por la obtención de Acreditación de Alta Calidad  al programa Licenciatura en educación Básica con énfasis en Lengua Castellana e Inglés,UNIVERSIDAD DEL CAUCA",Noviembrede 2017
0000316318,"Trabajo de Grado Meritorio,UNIVERSIDAD DEL QUINDÍO",Septiembrede 2014
0000316318,"Ex alumna Destacada,IE Gabriela Mistral",Octubrede 2013
0000316318,"Acreditación de alta calidad a la Licenciatura en Educación Básica, Énfasis Lengua Castellana e Inglés,Ministerio De Educación Nacional - Mineducación",Juniode 2017
0000316318,"Botón Bicentenario,Departamento del Cauca",Marzode 2010
0000316318,"Registro Calificado del Doctorado en Ciencias de la Educación RudeColombia,Red De Universidades Del Doctorado En Ciencias De La Educación",Abrilde 2018
0000316318,"Mención de Honor,UNIVERSIDAD DEL CAUCA",Mayode 2020
0000316318,"Reconocimiento como Directora Académica del Doctorado en Ciencias de la Educación de la Universidad del Cauca- Rudecolombia,UNIVERSIDAD DEL CAUCA",Noviembrede 2020
0001472823,"Beca Fulbright Posgrado,Fullbright Colombia",Juliode 2006
0001472823,"Primer puesto en poesía en inglés - Concurso Literario Escritores Autónomos,UNIVERSIDAD AUTONOMA DE OCCIDENTE",Abrilde 2016
0001472823,"Primer puesto poesia en Inglés ,UNIVERSIDAD AUTONOMA DE OCCIDENTE",Abrilde 2015
0001472823,"Primer puesto en poesía en Inglés,UNIVERSIDAD AUTONOMA DE OCCIDENTE",Abrilde 2017
0001472823,"Primer puesto en poesia en Inglés,UNIVERSIDAD AUTONOMA DE OCCIDENTE",Abrilde 2013
0001472823,"Primer puesto en Poesía en Inglés,UNIVERSIDAD AUTONOMA DE OCCIDENTE",Abrilde 2014
0001472823,"Primer puesto en poesia en español y tercer puesto en ensayo en inglés,UNIVERSIDAD AUTONOMA DE OCCIDENTE",Abrilde 2012
0001472823,"Primr puesto en ensayo en Inglés,UNIVERSIDAD AUTONOMA DE OCCIDENTE",Abrilde 2011
0000317314,"Reconocimiento por la obtención de Acreditación de Alta Calidad al programa de Licenciatura en Español y Literatura, UNIVERSIDAD DEL CAUCA  Noviembre de 2017.,UNIVERSIDAD DEL CAUCA",Noviembrede 2017
0000317314,"Reconocimiento de Acreditación del Programa de la Licenciatura en Español y Literatura. Resolución No. 11243 del 2 de junio de 2017,Ministerio De Educación Nacional - Mineducación",Juniode 2017
0000317314,"Renovación del Registro Calificado Programa de Licenciatura en Literatura y Lengua Castellana. Resolución 2054 del 13 de febrero de 2018 ,Ministerio De Educación Nacional - Mineducación",Febrerode 2018
0000317535,"Finalista Ganador Concurso de Poesía.,Casa de la Cultura de Popayán",de 2003
0000317535,"Finalista Ganador Concurso de Poesía,Fundación de la Palabra-Asociación de Escritores Popayán",de 1994
0000317535,Mención de Honor,Juniode 2019
0000317535,"Mención de honor,UNIVERSIDAD DEL CAUCA",Septiembrede 2015
0000317535,"MENCIÓN DE HONOR,UNIVERSIDAD DEL CAUCA",Diciembrede 2013
0000317535,"Finalista-ganador concurso para talleristas,Asociación Colombiana De Universidades - Ascun",Enerode 2010
0000317535,Finalista ganador concurso de ensayo,Abrilde 1981
0000317225,"Mención de Honor,Fundacion Red Colombiana de Semilleros de Investigacion RedColsi -  Nodo Bucaramanga",de 2000
0000317225,"Universitario Destacado 2002,UNIVERSIDAD DEL CAUCA",de 2002
0000316776,"PREMIO NACIONAL DE POESIA CIUDAD DE CHIQUINQUIRÁ,MUNICIPIO DE CHIQUINQUIRÁA",de 2002
0000316776,"2º PREMIO II CONCURSO IBEROAMERICANO DE POESIA ""PABLO NERUDA 100 AÑOS"",MUNICIPALIDAD DE TEMUCHO-CHILE",de 2004
0000316776,"PREMIO NACIONAL DE POESIA SIN BANDERAS,CASA DE POESIA SILVA BOGOTA COLOMBIA",de 2003
0000316776,"2º PUESTO III CONCURSO NACIONAL DE POESIA ""CARLOS HECTOR TREJOS"",CORPORACION DE LA PALABRA RIO SUCIO CALDAS COLOMBIA",de 2004
0000387320,"CONTRIBUCIÓN DE LAS MUJERES A LA PAZ,Gobierno de Fancia",de 2004
0000387320,"PRIMER PREMIO MILENIUM PAZ DE MUJRES,NACIONES UNIDAS Y ALERTA INTERNACIONAL",de 2002
0000068715,"Beca  AUIP para estancia de investigación Internacional,Asociación Universitaria Iberoamericana de Posgrado(AUIP)",Juniode 2017
0000068715,"Docente destacado por el fomento a la Investigación Institucional ,FUNDACION UNIVERSITARIA DE POPAYAN",Mayode 2019
0000068715,"Beca para la realización de estancia de investigación de tesis doctorales vinculadas a las áreas de actuación del CEI CamBio,Campus de Excelencia Internacional de Medio Ambiente, Biodiversidad y Cambio Global",Febrerode 2019
0000068715,"Tesis doctoral Mencion Cum Laude,Universidad Pablo de Olavide de Sevilla",Juniode 2022
0000068715,"Trayectoria investigativa, calidad de producción y excelencia científica en el fortalecimiento de la investigación en la institución ,FUNDACION UNIVERSITARIA DE POPAYAN",Febrerode 2020
0000068715,"Mejor docente investigador,FUNDACION UNIVERSITARIA DE POPAYAN",Noviembrede 2022
0000632350,"Participación en el 7o Encuentro Interinstitucional de Arquitectura,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO",Abrilde 2007
0000632350,"Desempeño en la Decanatura de la Facultad de Arquitectura por 6 años.,FUNDACION UNIVERSITARIA DE POPAYAN",Marzode 2011
0000632350,"TRABAJO MERITORIO,FUNDACION UNIVERSITARIA DE POPAYAN",Agostode 2019
0000632350,"TRAYECTORIA INVESTIGATIVA, CALIDAD DE PRODUCCIÓN Y EXCELENCIA CIENTÍFICA,FUNDACION UNIVERSITARIA DE POPAYAN",Febrerode 2020
0000167880,"MEJOR IDEA MUESTRA EMPRENDEDORA SEGUNDO ENCUENTROBINACIONAL EN EMPRENDIMIENTO DE LA RED DE INSTITUCIONES DE EDUCACIÓNSUPERIOR ECUADOR - COLOMBIA, REDEC.,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA",Octubrede 2018
0000039766,"MEJOR SABER PRO COLOMBIA,Ministerio De Educación Nacional - Mineducación",Diciembrede 2013
0000039766,"MEJOR SABER PRO PRUEBAS ESPECIFICAS - ARQUITECTURA Y URBANISMO,Ministerio De Educación Nacional - Mineducación",Diciembrede 2013
0000039766,"TRABAJO DE GRADO MERITORIO,FUNDACION UNIVERSITARIA DE POPAYAN",Septiembrede 2020
0000067062,"Reconocido como una las 50 experiencias en materia de gestión publica y gobernanza a nivel nacional,FUNDACION UNIVERSITARIA DE POPAYAN",Noviembrede 2018
0000067062,"Reconocimiento a la gestión en la Decanatura Facultad de Arquitectura ,FUNDACION UNIVERSITARIA DE POPAYAN",Septiembrede 2019
0000067062,"Reconocimiento a la gestión en la Decanatura Facultad de Arquitectura ,FUNDACION UNIVERSITARIA DE POPAYAN",Juniode 2018
0000067062,"Finalista de la categoría Campus innovador y Campus ejemplar de los premios CIDESCO a la innovación 2020,Corporación Para La Integración Y Desarrollo De La Educación Superior En El Suroccidente Colombiano",Agostode 2020
0000067062,"Reconocimiento trayectoria institucional,FUNDACION UNIVERSITARIA DE POPAYAN",Septiembrede 2018
0001677341,"Mejor docente innovador,FUNDACION UNIVERSITARIA DE POPAYAN",Noviembrede 2022
0001663241,"El proyecto Rutas vivenciales y seguras para la comunidad estudiantil del municipio de Popayán - Cauca fue preseleccionado para la Bienal Colombiana de estudiantes de Arquitectura 2018 ,Sociedad Colombiana De Arquitectura",Octubrede 2018
0001663241,"Joven Investigador ,FUNDACION UNIVERSITARIA DE POPAYAN",Febrerode 2020
0001663241,"Participó en calidad de Ponente en el:
¿I Congreso Internacional de Globalización, Cultura y Sociedad¿,Fundacion Universidad Incca De Colombia",Septiembrede 2021
0001663241,"Trayectoria investigativa, calidad de producción, excelencia científica y liderazgo en el semillero TECNIO + 1/2 del programa académico de Arquitectura. ,FUNDACION UNIVERSITARIA DE POPAYAN",Febrerode 2020
0001663241,"Reconocimiento a jovenes destacados por su participación en grupos de investigación.,FUNDACION UNIVERSITARIA DE POPAYAN",Mayode 2019
0001425085,"Tesis de maestría sobresaliente ,Universidad De Manizales - Umanizales",Febrerode 2017
0001425085,"Distinción academica,FUNDACION UNIVERSITARIA DE POPAYAN",Septiembrede 2008
0001425085,"La Distinción Francisco Alves Mendes como Proyecto Meritorio de Investigación,Corporacion Tecnologica Industrial Colombiana",Noviembrede 2020
0001425085,"Docente investigador,FUNDACION UNIVERSITARIA DE POPAYAN",Marzode 2020
0000340936,"Reconocimiento Especial por Presentación Innovadora en Segundo Congreso Internacional Ciudad y Territorio Virtual,Universidad Del Bio Bio",Octubrede 2005
0000340936,"Tesis Laureada: Simbología en arquitectura Tesis de Pregrado,UNIVERSIDAD LA GRAN COLOMBIA SECCIONAL ARMENIA",Diciembrede 2005
0000340936,"Experiencia laboral como agente solidario con las comunidades indígenas.,Cabildo De Guambía",Enerode 1994
0000340936,"Reconocimiento por Participación como Profesor Invitado y Ganador del Concurso de Diseño Componente Urbano-Ambiental,Universidad La Gran Colombia - Sede Bogotá",Juliode 2011
0000043400,"Matricula de Honor, en el período FEBRERO - JULIO de 2002. Según Acuerdo Número 067 de 18 de septiembre de 2002, ,FUNDACION UNIVERSITARIA DE POPAYAN",Septiembrede 2002
0000043400,"Estudiante distinguido, en el período FEBRERO - JULIO de 2002. Según Acuerdo Número 081 de 18 de septiembre de 2002, ,FUNDACION UNIVERSITARIA DE POPAYAN",Septiembrede 2002
0000043400,"Matricula de Honor, en el período FEBRERO - JULIO de 2003.,UNIVERSIDAD DEL CAUCA",Febrerode 2003
0000043400,"Mención « Bien » (CUM LAUDE) del Master Disign, médias, technologies. Universidad Paris I Panthéon-Sorbonne / Télécom Paris Tech ,Université Paris I Panthéon Sorbonne",Noviembrede 2011
0000043400,"Participación en procesión del Viernes Santo en la Semana Santa de Popayán, junto al Concejo Superior de la Universidad del Cauca,por haber obtenido el segundo promedio entre los estudiantes de todas las Facultades de la Universidad en el año 2005 ,UNIVERSIDAD DEL CAUCA",Marzode 2005
0000043400,"ESTUDIANTE DESTACADO AÑO 2006 de la Facultad de Ciencias Humanas y Sociales,UNIVERSIDAD DEL CAUCA",Noviembrede 2006
0000043400,"Mención « Très bien » (HIGUEST HONORS) del Master Philosophie Contemporaine. Universidad Paris 8 Vincennes-Saint-Denis, Paris, France.,Université Paris 8",Septiembrede 2011
0000043400,"Matricula de Honor, en el período FEBRERO - JULIO de 2006.,UNIVERSIDAD DEL CAUCA",Febrerode 2006
0000043400,"Matricula de Honor, en el período AGOSTO - SEPTIEMBRE de 2006.,UNIVERSIDAD DEL CAUCA",Septiembrede 2006
0000043400,"Matricula de Honor, en el período AGOSTO - DICIEMBRE de 2004.,UNIVERSIDAD DEL CAUCA",Septiembrede 2004
0000043400,"MEDALLA UNIVERSIDAD DEL CAUCA en la denominación GUILLERMO VALENCIA.  Por haber obtenido  un promedio en toda la carrera de Filosofía de 4.76.,UNIVERSIDAD DEL CAUCA",Noviembrede 2007
0000043400,"Matricula de Honor, en el período FEBRERO - JULIO de 2007.,UNIVERSIDAD DEL CAUCA",Febrerode 2007
0000043400,"MENCIÓN HONORÍFICA al trabajo de grado titulada: LA MARIÉE MISE À NU PAR SES CÉLIBATAIRES, MÊME: EXPRESIÓN DEL ACONTECIMIENTO..., por la calidad, pertinencia, innovación y por la novedosa propuesta metodológica lograda en su monografía. Resolución 102-07,UNIVERSIDAD DEL CAUCA",Noviembrede 2007
0000043400,"Matricula de Honor, en el período FEBRERO - JULIO de 2005.,UNIVERSIDAD DEL CAUCA",Febrerode 2005
0000043400,"Matricula de Honor, en el período AGOSTO - DICIEMBRE de 2005.,UNIVERSIDAD DEL CAUCA",Septiembrede 2005
0000043400,"Matricula de Honor, en el período AGOSTO - DICIEMBRE de 2003.,UNIVERSIDAD DEL CAUCA",Septiembrede 2003
0000043400,"Participación en procesión del Viernes Santo en la Semana Santa de Popayán, junto al Concejo Superior de la Universidad del Cauca, por haber obtenido el primer promedio entre los estudiantes de todas las Facultades de la Universidad en el año 2006.,UNIVERSIDAD DEL CAUCA",Marzode 2006
0000043400,"ESTUDIANTE DESTACADO AÑO 2005 de la Facultad de Ciencias Humanas y Sociales,UNIVERSIDAD DEL CAUCA",Noviembrede 2005
0000043400,"Ganador Concurso docente Profesor de Planta Tiempo Completo (ganador entre 26 PhD's postulantes),Universidad de Bogotá Jorge Tadeo Lozano",Juniode 2016
0000043400,"The Regional Studes Association Award for Best International Conference Paper Early Career Category,Regional Studies Association",Mayode 2017
0000043400,"Matricula de Honor, en el período FEBRERO - JULIO de 2004.,UNIVERSIDAD DEL CAUCA",Febrerode 2004
0000043400,"Mención Très Honorable (MAGNA CUM LAUDE)por tesis de PhD en Ciencias del Arte & Estética Sc Arquitectura. Universidad Paris I Panthéon-Sorbonne, Paris, France                                                                                                 ,Université Paris I Panthéon Sorbonne",Mayode 2015
0000043400,"Dirección de Tesis de Maestría con Distinción Meritoria y Recomendación de Publicación,Universidad Jorge Tadeo Lozano",Agostode 2020
0000043400,"Acreditación Internacional del programa de Arquitectura por el ROYAL INSTITUTE OF BRITISH ARCHITECTS RIBA,Royal Institute Of British Architects RIBA",Enerode 2020
0001548936,"RECONOCIMIENTO Y FELICITACIÓN POR RENDIMIENTO ACADÉMICO Y COMPORTAMIENTO ,INSTITUTO AGRICOLA",Agostode 2002
0001548936,"MATRICULA DE HONOR,INSTITUTO AGRICOLA",Diciembrede 2002
0001548936,"MATRICULA DE HONOR,INSTITUTO AGRICOLA",Enerode 2006
0001548936,"MENCION DE HONOR PRIMERAS OLIMPIADAS MUNICIPALES DEL SABER,INSTITUTO AGRICOLA",Noviembrede 2002
0001548936,"MENCION DE HONOR,INSTITUTO AGRICOLA",Diciembrede 2004
0001548936,"DISTINCIÓN ACADEMICA,FUNDACION UNIVERSITARIA DE POPAYAN",Octubrede 2009
0001548936,"BECA DE ESTUDIOS,FUNDACION UNIVERSITARIA DE POPAYAN",Abrilde 2010
0001548936,"DISTINCIÓN ACADEMICA,FUNDACION UNIVERSITARIA DE POPAYAN",Abrilde 2010
0000747378,"Mención honorífica proyecto de investigación.,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Marzode 2018
0000747378,"Acta de exaltación al mérito de investigación,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Abrilde 2019
0000747378,"Finalista al Premio Ecopetrol a la Categoria Innovación,ECOPETROL S. A",Agostode 2016
0001873756,"Docente destacado ,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Agostode 2020
0000433349,"Mención Honorífica Tesis Doctoral,UNIVERSIDAD DEL CAUCA",Agostode 2017
0000433349,"GRADO MERITORIO,UNIVERSIDAD NACIONAL DE COLOMBIA",de 1996
0001595462,"Tercer Lugar Premio Excelencia Docente Corporación universitaria Autónoma del Cauca ,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA",Mayode 2019
0000066659,MEJOR PRODUCCIÓN,Octubrede 2010
0000066659,"SELECCION OFICIAL MUESTRA DOCUMENTAL IMAGENIA ,UNIVERSIDAD SANTO TOMAS",Septiembrede 2017
0000066659,"SELECCIÓN OFICIAL MUESTRA AUDIOVISUAL VENTANAS: DOCUMENTALES,PONTIFICIA UNIVERSIDAD JAVERIANA",Octubrede 2017
0000066659,"Beca de desarrollo crea digital para contenidos transmedia ,Ministerio De Cultura De Colombia",Juliode 2022
0000066659,"SELECCION OFICIAL FESTIVAL CINE SIN FRONTERAS ,Fundación Para el Desarrollo Comunitario del Sur",Juliode 2019
0001350638,"Estrategia pedagógica creación del Semillero de investigación EDCIBa (Estrategias Didácticas en las Ciencias Básicas,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Septiembrede 2016
0001350638,"Certificación producto generación de contenido virtual del grupo de investigaciónCalidad y Pertinencia de la Educación Superior ,Fundacion Red Colombiana de Semilleros de Investigacion RedColsi -  Nodo Bucaramanga",Mayode 2019
0001621032,"Certificación producto generación contenido virtual ,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Octubrede 2020
0000145449,"Orden al mérito académico javeriano,PONTIFICIA UNIVERSIDAD JAVERIANA - PUJ - SEDE CALI",Septiembrede 2017
0001440928,"Beca por mérito académico,UNIVERSIDAD DE LA AMAZONIA",Febrerode 2009
0000215341,"Student travel award,University Of Houston System",de 2000
0000215341,"Student travel award,Universidad de Cantabria - España",de 2001
0000215341,"Honor for Excellence in Genomics Research,GeneWiz",Juniode 2016
0000215341,"Professor travel award,PONTIFICIA UNIVERSIDAD JAVERIANA",de 1997
0000215341,"Beca COLCIENCIAS,Ministerio de Ciencia, Tecnología e Innovación",de 1998
0000756474,"Becario Doctorado Nacional Colciencias Convocatoria 567 del 2012 ,Ministerio de Ciencia, Tecnología e Innovación",Noviembrede 2012
0000756474,"Joven Investigador programa Virginia Gutierrez de Pineda,Ministerio de Ciencia, Tecnología e Innovación",Enerode 2010
0000344770,"BiD Challenge India,BiD Network",Octubrede 2007
0000344770,"LRAMP Award for Innovation,LRAMP Awards",Diciembrede 2008
0000344770,"Sankalp Award for Social Enterprise,Sankalp",Diciembrede 2009
0000344770,"Frost & Sullivan Healthcare Excellence Award 2010,Frost & Sullivan",Septiembrede 2010
0000344770,"Ashoka Fellowship,Ashoka",Septiembrede 2010
0000344770,"India Social Entrepreneur of the Year Award,Bhartia Fundation",Noviembrede 2010
0000344770,"Ted India fellowship ,TED",Mayode 2009
0000688258,"PREMIO SANTANDER, CIENCIA E INNOVACIÓN-COLOMBIA 2008,UNIVERSIDAD DEL CAUCA",Noviembrede 2008
0001419229,"Matricula de Honor,UNIVERSIDAD DEL CAUCA",Agostode 2010
0000241016,"Premio Robin Best de la Sociedad Latinoamericana de Mamíferos Acuáticos (SOLAMAC) al mejor trabajo en presentación oral : Novena reunión de especialistas en Mamíferos Acuáticos de Latinoamérica . Buenos Aires. Argentina. 2000,Sociedad Latinoamericana de Mamíferos Acúaticos",de 2000
0000241016,"Premio Academia Nacional de Ciencias Exactas, Físicas y Naturales -Academia de Ciencias Del tercer mundo, para jóvenes investigadores en el área de Biología. 2001,Academia Nacional de Ciencias Exactas, Físicas y Naturales -Academia de Ciencias Del tercer mundo",de 2001
0000241016,"Tesis Laureada,UNIVERSIDAD DEL VALLE",de 2000
0000241016,"Beca de matricula,UNIVERSIDAD DEL VALLE",de 1996
0000241016,"Beca ALBAN,Union Europea",de 2004
0001478172,"Reconocimiento Academico,UNIVERSIDAD DEL CAUCA",Octubrede 2014
0001277812,"Beca de incentivo a la investigacion entomologica en las Universidades Colombianas SOCOLEN (Sociedad Colombiana de Entomologia),Sociedad Colombiana De Entomologia",Juniode 2009
0001277812,RECONOCIMIENTO AL GRUPO DE INVESTIGACION BIMAC,Juniode 2010
0001277812,MATRICULA DE HONOR,Agostode 2006
0001277812,MATRICULA DE HONOR,Agostode 2007
0001604342,"MATRICULA DE HONOR,UNIVERSIDAD DEL CAUCA",Agostode 2008
0001604342,MEJOR ICEFES INSTITUCIÓN EDUCATIVA COMERCIAL DEL NORTE,Diciembrede 2007
0001604342,"MATRICULA DE HONOR,UNIVERSIDAD DEL CAUCA",Diciembrede 2013
0001391774,"Primer Puesto a Mejor Proyecto Nacional ,Corporación Ocasa",Octubrede 2008
0001391774,"Primer Puesto al Mejor Proyecto Nacional,Fundación Konrad Adenauer Stiftung Colombia",Octubrede 2008
